"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:40:55:671","65233024861118","  12.154","   2.345"," 1278"," 1100"," 1700"," 1287","   0.482","  24.610","   6.836","   0.232","  16.302","   4.528"," 41","0"," 38"," 40","   0.307","   7.247","   2.013","  15.000","    0","    0"
"06:40:55:776","65233171614534","  12.259","   2.329"," 1271"," 1100"," 1700"," 1283","   0.475","  24.660","   6.850","   0.226","  16.326","   4.535"," 41","0"," 38"," 40","   0.310","   7.280","   2.022","  15.000","    0","    0"
"06:40:55:878","65233313055440","  12.361","   2.498"," 1276"," 1100"," 1700"," 1289","   0.476","  24.708","   6.863","   0.238","  16.350","   4.542"," 42","0"," 38"," 40","   0.299","   7.310","   2.031","  15.000","    0","    0"
"06:40:55:983","65233459781212","  12.467","   2.151"," 1271"," 1100"," 1700"," 1270","   0.479","  24.759","   6.877","   0.224","  16.374","   4.548"," 42","0"," 38"," 40","   0.322","   7.344","   2.040","  15.000","    0","    0"
"06:40:56:087","65233604274148","  12.570","   5.232"," 1354"," 1100"," 1700"," 1375","   0.818","  24.844","   6.901","   0.499","  16.426","   4.563"," 41","0"," 38"," 40","   0.362","   7.382","   2.051","  15.000","    0","    0"
"06:40:56:188","65233744110438","  12.671","   2.484"," 1269"," 1100"," 1700"," 1264","   0.455","  24.889","   6.914","   0.224","  16.448","   4.569"," 41","0"," 38"," 40","   0.293","   7.411","   2.059","  15.000","    0","    0"
"06:40:56:290","65233885993378","  12.773","   2.400"," 1275"," 1100"," 1700"," 1274","   0.494","  24.940","   6.928","   0.238","  16.473","   4.576"," 42","0"," 38"," 40","   0.340","   7.446","   2.068","  15.000","    0","    0"
"06:40:56:390","65234025812666","  12.873","   3.074"," 1260"," 1100"," 1700"," 1266","   0.520","  24.992","   6.942","   0.273","  16.500","   4.583"," 41","0"," 38"," 40","   0.315","   7.478","   2.077","  15.000","    0","    0"
"06:40:56:495","65234172590902","  12.979","   2.498"," 1264"," 1100"," 1700"," 1260","   0.519","  25.047","   6.957","   0.247","  16.526","   4.591"," 41","0"," 38"," 40","   0.322","   7.512","   2.087","  15.000","    0","    0"
"06:40:56:601","65234318995402","  13.084","   2.801"," 1303"," 1100"," 1700"," 1300","   0.504","  25.100","   6.972","   0.250","  16.552","   4.598"," 42","0"," 38"," 40","   0.306","   7.544","   2.096","  15.000","    0","    0"
"06:40:56:704","65234462803430","  13.187","   6.264"," 1400"," 1100"," 2000"," 1392","   0.985","  25.201","   7.000","   0.636","  16.618","   4.616"," 41","0"," 38"," 40","   0.415","   7.587","   2.107","  15.000","    0","    0"
"06:40:56:804","65234602606602","  13.287","   3.787"," 1244"," 1100"," 1700"," 1254","   0.576","  25.259","   7.016","   0.318","  16.650","   4.625"," 41","0"," 38"," 40","   0.328","   7.620","   2.117","  15.000","    0","    0"
"06:40:56:905","65234742459150","  13.388","   2.343"," 1273"," 1100"," 1700"," 1287","   0.509","  25.310","   7.031","   0.261","  16.676","   4.632"," 41","0"," 38"," 40","   0.314","   7.651","   2.125","  15.000","    0","    0"
"06:40:57:010","65234889187906","  13.493","   3.148"," 1256"," 1100"," 1700"," 1248","   0.555","  25.369","   7.047","   0.312","  16.709","   4.641"," 41","0"," 38"," 40","   0.306","   7.684","   2.134","  15.000","    0","    0"
"06:40:57:116","65235035900568","  13.599","   1.938"," 1283"," 1100"," 1700"," 1278","   0.470","  25.418","   7.061","   0.224","  16.733","   4.648"," 41","0"," 38"," 40","   0.301","   7.715","   2.143","  15.000","    0","    0"
"06:40:57:221","65235182043044","  13.704","   5.605"," 1299"," 1100"," 1700"," 1231","   0.901","  25.513","   7.087","   0.599","  16.796","   4.665"," 41","0"," 38"," 40","   0.309","   7.748","   2.152","  15.000","    0","    0"
"06:40:57:321","65235321783984","  13.804","   2.210"," 1442"," 1200"," 1700"," 1271","   0.502","  25.563","   7.101","   0.238","  16.820","   4.672"," 41","0"," 38"," 40","   0.348","   7.783","   2.162","  15.000","    0","    0"
"06:40:57:424","65235464592552","  13.907","   2.788"," 1314"," 1100"," 1700"," 1279","   0.466","  25.611","   7.114","   0.237","  16.844","   4.679"," 41","0"," 38"," 40","   0.314","   7.815","   2.171","  15.000","    0","    0"
"06:40:57:525","65235606216910","  14.008","   2.987"," 1258"," 1100"," 1700"," 1260","   0.558","  25.668","   7.130","   0.302","  16.875","   4.687"," 41","0"," 38"," 40","   0.314","   7.847","   2.180","  15.000","    0","    0"
"06:40:57:626","65235746253738","  14.109","   2.929"," 1251"," 1100"," 1700"," 1262","   0.578","  25.726","   7.146","   0.280","  16.903","   4.695"," 41","0"," 38"," 40","   0.340","   7.881","   2.189","  15.000","    0","    0"
"06:40:57:731","65235892980616","  14.214","   2.319"," 1271"," 1100"," 1700"," 1274","   0.419","  25.770","   7.158","   0.197","  16.924","   4.701"," 41","0"," 38"," 40","   0.281","   7.911","   2.197","  15.000","    0","    0"
"06:40:57:837","65236039743566","  14.320","   2.321"," 1263"," 1100"," 1700"," 1256","   0.446","  25.817","   7.171","   0.222","  16.947","   4.708"," 42","0"," 38"," 40","   0.292","   7.941","   2.206","  15.000","    0","    0"
"06:40:57:937","65236179911564","  14.421","   2.609"," 1265"," 1100"," 1700"," 1269","   0.493","  25.867","   7.185","   0.253","  16.972","   4.715"," 41","0"," 38"," 39","   0.353","   7.977","   2.216","  15.000","    0","    0"
"06:40:58:040","65236322429606","  14.523","   2.609"," 1273"," 1100"," 1700"," 1276","   0.590","  25.927","   7.202","   0.297","  17.003","   4.723"," 41","0"," 38"," 40","   0.322","   8.010","   2.225","  15.000","    0","    0"
"06:40:58:145","65236469243952","  14.628","   2.020"," 1286"," 1100"," 1700"," 1296","   0.464","  25.976","   7.216","   0.238","  17.028","   4.730"," 41","0"," 38"," 40","   0.295","   8.041","   2.234","  15.000","    0","    0"
"06:40:58:251","65236615998440","  14.734","   3.096"," 1262"," 1100"," 1700"," 1262","   0.491","  26.028","   7.230","   0.256","  17.055","   4.737"," 41","0"," 38"," 40","   0.316","   8.074","   2.243","  15.000","    0","    0"
"06:40:58:354","65236759558142","  14.837","   2.373"," 1265"," 1100"," 1700"," 1274","   0.475","  26.077","   7.244","   0.228","  17.078","   4.744"," 41","0"," 38"," 40","   0.332","   8.109","   2.252","  15.000","    0","    0"
"06:40:58:454","65236899419694","  14.938","   2.393"," 1274"," 1100"," 1700"," 1275","   0.470","  26.124","   7.257","   0.227","  17.101","   4.750"," 41","0"," 38"," 40","   0.312","   8.140","   2.261","  15.000","    0","    0"
"06:40:58:559","65237045260290","  15.042","   2.728"," 1262"," 1100"," 1700"," 1256","   0.569","  26.184","   7.273","   0.306","  17.133","   4.759"," 41","0"," 38"," 40","   0.308","   8.172","   2.270","  15.000","    0","    0"
"06:40:58:665","65237192026282","  15.148","   2.667"," 1254"," 1100"," 1700"," 1256","   0.573","  26.244","   7.290","   0.307","  17.166","   4.768"," 41","0"," 38"," 40","   0.321","   8.206","   2.279","  15.000","    0","    0"
"06:40:58:768","65237335661642","  15.251","   2.507"," 1267"," 1100"," 1700"," 1279","   0.496","  26.295","   7.304","   0.252","  17.192","   4.775"," 41","0"," 38"," 40","   0.326","   8.240","   2.289","  15.000","    0","    0"
"06:40:58:871","65237479390812","  15.354","   2.371"," 1268"," 1100"," 1700"," 1265","   0.432","  26.340","   7.317","   0.222","  17.215","   4.782"," 41","0"," 38"," 40","   0.280","   8.268","   2.297","  15.000","    0","    0"
"06:40:58:975","65237623815020","  15.458","   2.008"," 1278"," 1100"," 1700"," 1276","   0.441","  26.385","   7.329","   0.199","  17.235","   4.788"," 41","0"," 38"," 40","   0.324","   8.302","   2.306","  15.000","    0","    0"
"06:40:59:080","65237770681308","  15.563","   3.136"," 1310"," 1100"," 1700"," 1316","   0.573","  26.446","   7.346","   0.308","  17.268","   4.797"," 41","0"," 38"," 40","   0.316","   8.335","   2.315","  15.000","    0","    0"
"06:40:59:182","65237912702900","  15.665","   2.086"," 1282"," 1100"," 1700"," 1264","   0.485","  26.495","   7.360","   0.243","  17.293","   4.804"," 41","0"," 38"," 40","   0.299","   8.366","   2.324","  15.000","    0","    0"
"06:40:59:288","65238059293436","  15.771","   2.584"," 1286"," 1100"," 1700"," 1283","   0.551","  26.553","   7.376","   0.239","  17.318","   4.811"," 41","0"," 38"," 40","   0.349","   8.403","   2.334","  15.000","    0","    0"
"06:40:59:393","65238206022640","  15.876","   3.140"," 1251"," 1100"," 1700"," 1255","   0.566","  26.613","   7.392","   0.283","  17.348","   4.819"," 41","0"," 38"," 40","   0.354","   8.440","   2.344","  15.000","    0","    0"
"06:40:59:494","65238346979306","  15.977","  10.246"," 1236"," 1100"," 1700"," 1237","   1.243","  26.739","   7.427","   0.796","  17.428","   4.841"," 41","0"," 38"," 40","   0.453","   8.486","   2.357","  15.000","    0","    0"
"06:40:59:596","65238488524160","  16.079","  20.363"," 2057"," 1100"," 3100"," 2058","   6.022","  27.351","   7.598","   3.418","  17.776","   4.938"," 42","0"," 38"," 41","   1.645","   8.653","   2.404","  15.000","  500","  500"
"06:40:59:696","65238628241302","  16.179","  15.987"," 1572"," 1100"," 2200"," 1580","   4.192","  27.772","   7.714","   1.839","  17.960","   4.989"," 42","0"," 39"," 41","   1.444","   8.798","   2.444","  15.000","  500","  500"
"06:40:59:798","65238769334776","  16.281","  15.744"," 1560"," 1100"," 2000"," 1568","   4.063","  28.184","   7.829","   1.775","  18.140","   5.039"," 42","0"," 39"," 40","   1.424","   8.942","   2.484","  15.000","  500","  500"
"06:40:59:903","65238915873518","  16.386","  13.437"," 1556"," 1100"," 2000"," 1562","   3.894","  28.594","   7.943","   1.575","  18.306","   5.085"," 42","0"," 39"," 41","   1.424","   9.092","   2.526","  15.000","    0","    0"
"06:41:00:004","65239056499106","  16.487","   9.767"," 1314"," 1100"," 1700"," 1312","   1.463","  28.742","   7.984","   0.924","  18.399","   5.111"," 41","0"," 39"," 40","   0.568","   9.150","   2.542","  15.000","    0","    0"
"06:41:00:109","65239203161820","  16.593","  10.524"," 1335"," 1100"," 1700"," 1345","   1.452","  28.895","   8.026","   0.995","  18.504","   5.140"," 42","0"," 38"," 40","   0.497","   9.202","   2.556","  15.000","    0","    0"
"06:41:00:213","65239347078688","  16.696","   9.498"," 1318"," 1100"," 1700"," 1318","   1.259","  29.025","   8.062","   0.865","  18.594","   5.165"," 41","0"," 38"," 40","   0.437","   9.247","   2.569","  15.000","    0","    0"
"06:41:00:313","65239487006674","  16.796","   9.376"," 1356"," 1100"," 1700"," 1363","   1.341","  29.159","   8.100","   0.920","  18.686","   5.191"," 42","0"," 39"," 40","   0.481","   9.296","   2.582","  15.000","    0","    0"
"06:41:00:418","65239632935496","  16.901","   8.979"," 1308"," 1100"," 1700"," 1308","   1.297","  29.295","   8.138","   0.872","  18.778","   5.216"," 41","0"," 38"," 40","   0.438","   9.342","   2.595","  15.000","    0","    0"
"06:41:00:519","65239773020460","  17.002","   6.075"," 1301"," 1100"," 1700"," 1304","   0.895","  29.385","   8.163","   0.578","  18.836","   5.232"," 41","0"," 38"," 40","   0.354","   9.377","   2.605","  15.000","    0","    0"
"06:41:00:624","65239919570058","  17.107","   2.933"," 1265"," 1100"," 1700"," 1259","   0.540","  29.442","   8.178","   0.271","  18.864","   5.240"," 41","0"," 38"," 40","   0.353","   9.414","   2.615","  15.000","    0","    0"
"06:41:00:725","65240059944942","  17.208","   2.742"," 1262"," 1100"," 1700"," 1266","   0.499","  29.493","   8.192","   0.241","  18.889","   5.247"," 41","0"," 38"," 40","   0.318","   9.446","   2.624","  15.000","    0","    0"
"06:41:00:826","65240200429910","  17.309","   2.022"," 1283"," 1100"," 1700"," 1278","   0.441","  29.537","   8.205","   0.204","  18.909","   5.253"," 41","0"," 38"," 40","   0.303","   9.477","   2.633","  15.000","    0","    0"
"06:41:00:928","65240343192642","  17.411","   3.271"," 1249"," 1100"," 1700"," 1254","   1.388","  29.680","   8.244","   0.402","  18.951","   5.264"," 42","0"," 38"," 40","   0.636","   9.542","   2.651","  15.000","  500","  500"
"06:41:01:030","65240484422198","  17.513","   2.235"," 1344"," 1100"," 1700"," 1400","   0.490","  29.729","   8.258","   0.229","  18.974","   5.271"," 41","0"," 38"," 40","   0.344","   9.577","   2.660","  15.000","    0","    0"
"06:41:01:134","65240629121442","  17.617","   2.667"," 1280"," 1100"," 1700"," 1266","   0.529","  29.784","   8.273","   0.251","  19.000","   5.278"," 41","0"," 38"," 40","   0.325","   9.611","   2.670","  15.000","    0","    0"
"06:41:01:238","65240773577820","  17.721","   2.402"," 1266"," 1100"," 1700"," 1264","   0.501","  29.836","   8.288","   0.242","  19.025","   5.285"," 41","0"," 38"," 40","   0.329","   9.645","   2.679","  15.000","    0","    0"
"06:41:01:338","65240913544220","  17.821","   2.253"," 1272"," 1100"," 1700"," 1270","   0.416","  29.878","   8.299","   0.191","  19.044","   5.290"," 41","0"," 38"," 40","   0.308","   9.676","   2.688","  15.000","    0","    0"
"06:41:01:439","65241053382422","  17.922","   2.432"," 1272"," 1100"," 1700"," 1274","   0.470","  29.925","   8.313","   0.224","  19.067","   5.296"," 41","0"," 38"," 40","   0.311","   9.707","   2.696","  15.000","    0","    0"
"06:41:01:540","65241193996140","  18.023","   3.140"," 1285"," 1100"," 1700"," 1300","   0.546","  29.980","   8.328","   0.285","  19.096","   5.304"," 41","0"," 38"," 40","   0.320","   9.740","   2.705","  15.000","    0","    0"
"06:41:01:641","65241334848206","  18.124","   4.168"," 1294"," 1100"," 1700"," 1291","   0.729","  30.054","   8.348","   0.403","  19.136","   5.316"," 41","0"," 38"," 40","   0.349","   9.775","   2.715","  15.000","    0","    0"
"06:41:01:746","65241481677366","  18.229","   2.670"," 1263"," 1100"," 1700"," 1265","   0.525","  30.110","   8.364","   0.257","  19.163","   5.323"," 41","0"," 38"," 40","   0.326","   9.809","   2.725","  15.000","    0","    0"
"06:41:01:852","65241628437220","  18.335","   2.365"," 1263"," 1100"," 1700"," 1264","   0.450","  30.157","   8.377","   0.216","  19.186","   5.330"," 41","0"," 38"," 40","   0.289","   9.840","   2.733","  15.000","    0","    0"
"06:41:01:953","65241769997252","  18.436","   3.519"," 1290"," 1100"," 1700"," 1282","   0.580","  30.216","   8.393","   0.309","  19.218","   5.338"," 41","0"," 38"," 40","   0.378","   9.878","   2.744","  15.000","    0","    0"
"06:41:02:054","65241910061734","  18.537","   3.060"," 1264"," 1100"," 1700"," 1266","   0.520","  30.268","   8.408","   0.271","  19.245","   5.346"," 41","0"," 38"," 40","   0.322","   9.911","   2.753","  15.000","    0","    0"
"06:41:02:155","65242050418878","  18.638","   2.790"," 1265"," 1100"," 1700"," 1256","   0.523","  30.321","   8.423","   0.275","  19.273","   5.354"," 41","0"," 38"," 40","   0.335","   9.944","   2.762","  15.000","    0","    0"
"06:41:02:256","65242190684600","  18.739","   2.563"," 1283"," 1100"," 1700"," 1288","   0.528","  30.374","   8.437","   0.274","  19.300","   5.361"," 41","0"," 38"," 39","   0.311","   9.976","   2.771","  15.000","    0","    0"
"06:41:02:358","65242333005296","  18.841","   2.926"," 1259"," 1100"," 1700"," 1253","   0.509","  30.426","   8.452","   0.254","  19.326","   5.368"," 41","0"," 38"," 39","   0.318","  10.008","   2.780","  15.000","    0","    0"
"06:41:02:459","65242473150216","  18.942","  13.174"," 1330"," 1100"," 1700"," 1340","   1.819","  30.609","   8.503","   1.179","  19.445","   5.401"," 41","0"," 38"," 40","   0.591","  10.068","   2.797","  15.000","    0","    0"
"06:41:02:564","65242619734472","  19.047","  19.345"," 2995"," 1300"," 3700"," 3074","  11.077","  31.776","   8.827","   8.140","  20.302","   5.639"," 42","0"," 38"," 49","   1.974","  10.276","   2.854","  15.000","    0","    0"
"06:41:02:665","65242760093290","  19.148","   6.964"," 1284"," 1100"," 2800"," 1242","   1.417","  31.919","   8.866","   0.641","  20.367","   5.657"," 41","0"," 39"," 41","   0.731","  10.349","   2.875","  15.000","    0","    0"
"06:41:02:766","65242901812230","  19.250","   7.205"," 1272"," 1100"," 1700"," 1274","   1.373","  32.059","   8.905","   0.658","  20.434","   5.676"," 41","0"," 38"," 40","   0.656","  10.416","   2.893","  15.000","    0","    0"
"06:41:02:870","65243045809780","  19.353","   6.085"," 1248"," 1100"," 1700"," 1250","   1.202","  32.183","   8.940","   0.578","  20.493","   5.693"," 41","0"," 38"," 40","   0.486","  10.466","   2.907","  15.000","    0","    0"
"06:41:02:975","65243191786784","  19.458","   6.565"," 1197"," 1100"," 1200"," 1200","   1.275","  32.317","   8.977","   0.562","  20.552","   5.709"," 42","0"," 38"," 40","   0.530","  10.522","   2.923","  15.000","    0","    0"
"06:41:03:080","65243338002796","  19.563","   7.152"," 1234"," 1100"," 1700"," 1239","   1.275","  32.451","   9.014","   0.613","  20.617","   5.727"," 41","0"," 38"," 40","   0.525","  10.577","   2.938","  15.000","    0","    0"
