,CPU_count,CPU_vendor_id,CPU_GHz,core_architecture,memory_available_B,swap_free_B,os,model_name,nb_samples,nb_preds
132,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeCV,2000,20
133,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeCV,2000,500
134,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeCV,2000,2000
135,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifier,20,20
136,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifier,500,20
137,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifier,500,500
138,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifier,2000,20
139,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifier,2000,500
140,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifier,2000,2000
141,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifierCV,20,20
142,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifierCV,500,20
143,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifierCV,500,500
144,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifierCV,2000,20
145,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifierCV,2000,500
146,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeClassifierCV,2000,2000
147,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDClassifier,20,20
148,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDClassifier,500,20
149,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDClassifier,500,500
150,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDClassifier,2000,20
151,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDClassifier,2000,500
152,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDClassifier,2000,2000
153,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDOneClassSVM,20,20
154,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDOneClassSVM,500,20
155,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDOneClassSVM,500,500
156,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDOneClassSVM,2000,20
157,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDOneClassSVM,2000,500
158,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDOneClassSVM,2000,2000
159,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDRegressor,20,20
160,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDRegressor,500,20
161,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDRegressor,500,500
162,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDRegressor,2000,20
163,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDRegressor,2000,500
164,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,SGDRegressor,2000,2000
165,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TheilSenRegressor,20,20
166,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TweedieRegressor,20,20
167,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TweedieRegressor,500,20
168,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TweedieRegressor,500,500
169,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TweedieRegressor,2000,20
170,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TweedieRegressor,2000,500
171,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,TweedieRegressor,2000,2000
